f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,class
13.24649834,14.05883015,16.04789276,7.104386091,11.54675242,3.220207915,5.247149343,11.793491,15.67802686,17.98143876,-5.304338534,2.762795246,4.853747945,0.591572084,-0.508253281,4.491746719,D
9.437051591,11.45730112,9.366396536,8.696192441,13.21672567,3.641750075,3.057387077,9.818481298,10.86732758,9.957531283,-6.92530997,7.847009013,11.84700901,0.533387341,1.204926263,6.204926263,E
6.837032248,12.4855595,7.432706581,6.307724619,14.28016905,2.47206717,1.716613554,14.80916767,14.24980654,14.47393832,-6.311602513,8.496169202,0.685404492,0.614234082,1.628836539,6.628836539,E
10.7818092,12.51311672,15.18351002,5.940109443,16.38816848,3.538570328,4.331173012,9.332171265,13.55217664,7.805893325,-8.979726485,-6.338499637,-0.360607806,0.602027351,-3.989863243,-2.563077166,F
28.18717131,6.783043969,20.57046955,10.95668383,11.54217465,2.434571435,5.265603831,22.11350829,7.069443743,20.18782466,4.931434877,-0.605258518,14.75155391,1.993143488,2.965717439,12.79296159,A
31.12348669,9.230187896,20.90016022,16.70273857,5.042184671,3.805515199,4.684967124,8.813173571,13.85078144,6.40519167,7.849380109,-2.723520907,-8.843162847,2.844673226,0.494211316,5.494211316,C
9.30665581,12.61991323,7.327442104,3.537322389,16.97718512,3.639178959,0.58013106,8.819065743,11.00122253,13.8463898,-13.11087405,-5.866524432,1.994272491,0.832378749,-1.985011366,3.014988634,F
20.46196037,7.973588355,19.36410451,11.12020219,11.28725195,3.42868655,5.568465829,15.85787876,6.72118714,20.59921225,-2.812340311,-0.517062806,6.175262521,2.383770208,-1.251861247,3.748138753,B
27.62305242,5.09539538,20.92992995,1.899361416,14.13194176,3.858879822,4.480429105,6.233730331,12.98281785,7.460552684,0.686284738,-8.393968388,13.11603887,1.568628474,0.843142369,4.134196034,C
29.13522188,7.881205016,19.35125453,2.076744925,17.1813599,1.536633233,3.946922869,18.15517486,8.460932686,19.57080303,8.6733595,-2.357170338,7.272126862,2.36733595,4.83667975,6.560105718,B
14.56228111,10.23154012,15.34168404,1.800936742,15.81112157,0.779000281,3.057274658,6.371421284,12.39724588,8.163443468,-3.437964496,-3.733346551,-7.17262219,1.15620355,-1.218982248,-0.535823755,E
23.95167147,7.112027221,21.45334299,1.670687133,15.5547749,2.21362139,3.488912939,9.113174566,13.07507216,15.88579784,8.72282712,-10.62302924,1.786480167,2.372282712,4.86141356,-0.413150106,B
18.47999189,8.376137612,21.72023479,8.994204881,14.4429602,0.0418099,4.762733001,18.90177834,7.110502769,19.20223296,3.412174583,-6.537437254,11.3169169,1.841217458,2.206087291,9.930764079,A
15.3344754,8.255183469,12.53246497,1.645048909,17.55182765,1.980186908,4.35205633,7.457554867,13.19468037,6.42754866,-1.468037516,-2.490295755,-4.906500095,1.353196248,-0.234018758,-0.166782841,F
7.686742712,12.14527949,9.209494505,13.08182538,5.48525341,3.174956308,4.143649999,10.01401074,11.50618986,12.45998933,0.601782902,3.24744226,4.249766443,1.208294407,1.170213334,6.170213334,D
7.400282144,12.59250593,9.429121186,12.71720188,11.74106768,2.28430297,0.238637703,11.52322396,8.941908404,13.53399964,1.14924954,3.33838523,4.142973813,1.190495635,1.344972898,6.344972898,D
8.892832794,11.4707837,7.426326404,1.971178364,18.26508868,2.474665745,4.265118132,13.78626364,11.20265429,15.58576036,-14.65958504,-6.228817759,1.221039219,0.703506536,-6.593570327,1.517532682,F
9.973285001,13.63443898,7.523236091,17.08753065,1.228524315,3.11811933,5.252139053,16.00481982,7.033828875,21.10300511,5.505137676,-8.976741019,10.08694982,2.181158304,-2.697357672,2.302642328,B
9.154395011,12.57639644,7.84931368,1.051578078,18.18335587,3.724535219,4.084027523,12.95809647,4.22769244,19.98111231,-20.69375294,-10.41625177,7.571887218,1.761981203,-3.928650918,6.809906015,F
12.51092219,14.46758012,12.37155532,14.45243563,11.25903095,3.07740643,2.533396624,8.883301516,12.66589774,9.782204519,-4.070921075,-0.492826102,3.507173898,1.105712851,-1.556407811,3.443592189,E
25.11239136,8.535887066,21.2890695,2.996332127,17.35724015,3.734501811,5.886754985,13.48766014,14.84635082,17.62990983,2.775757794,-11.25898034,5.548969992,1.777575779,1.887878897,3.126317519,B
11.08133857,8.079018463,16.31998007,12.54143396,12.6162924,1.278175688,3.042175154,7.387881297,12.91193801,6.760236681,-7.965136686,-6.267319541,-1.922489325,0.762615341,-4.936000647,0.063999353,E
23.99116595,6.639707685,19.77802624,5.719868406,15.05437258,2.072543171,1.890115275,7.759313853,10.00945404,7.8242952,4.396636259,1.117628178,5.117628178,1.939663626,2.698318129,2.685896385,D
22.40467081,6.812170394,19.77627524,11.78873301,8.810755872,1.932529036,4.22032409,15.4700197,8.40590408,20.61701334,-1.988886521,-2.581706446,16.71385061,2.311285967,-1.906265983,3.093734017,B
